	arginase+ cells	carbohydrate metabolic cells	chaetal sacs	eleocytes	epidermis	globin+ cells	gut	ldlrr+ cells	lipoxygenase+ cells	lumbrokinase+ cells	metanephridia	muscle	neurons	piwi+ cells	polycystin cells	secretory	unnanotated	vigilin+ cells
PrileiEVm005317t1	6	0	0	1	2	0	0	0	0	0	0	3	0	6	1	0	2	0
PrileiEVm005318t1	0	1	0	1	0	0	4	0	0	0	0	1	5	14	2	0	0	0
PrileiEVm005319t1	0	0	0	1	1	1	3	0	0	0	0	7	2	43	1	0	2	0
PrileiEVm005320t1	0	2	4	3	14	3	25	0	2	0	1	12	4	96	0	0	3	0
PrileiEVm005321t1	0	0	2	3	2	0	7	0	0	1	0	10	1	10	0	0	0	0
PrileiEVm005322t1	0	0	7	4	15	2	19	0	3	0	1	3	1	42	6	1	2	1
PrileiEVm005323t1	1	3	48	26	78	23	96	4	26	2	8	12180	51	218	40	2	47	2
PrileiEVm005324t1	2	0	2	2	5	0	14	0	4	5	0	3	0	132	3	0	5	0
PrileiEVm005325t1	0	0	1	0	1	0	0	0	0	0	0	9	0	2	0	0	0	0
PrileiEVm005326t1	0	0	3	0	5	0	17	0	0	0	0	4	3	42	5	0	3	0
PrileiEVm005327t1	0	0	6	5	26	4	48	2	9	4	0	10	11	282	4	0	4	2
PrileiEVm005328t1	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0
PrileiEVm005329t1	0	0	0	0	0	1	3	0	0	0	0	2	3	5	0	0	0	0
PrileiEVm005330t1	0	0	19	13	7	2	8	0	0	0	1	34	7	23	25	2	4	0
PrileiEVm005331t1	1	0	1	6	8	1	13	0	1	0	0	6	4	35	0	0	2	0
PrileiEVm005332t1	0	0	2	1	3	2	4	0	0	0	0	19	96	10	21	0	0	0
PrileiEVm005333t1	3	4	23	17	60	25	80	0	6	2	1	69	56	339	20	4	9	1
PrileiEVm005334t1	0	1	1	1	0	0	21	0	0	0	0	1	1	7	0	0	1	0
PrileiEVm005335t1	0	0	0	4	0	1	3	0	0	0	0	2	0	2	1	0	0	0
PrileiEVm005336t1	0	3	0	4	5	1	10	0	0	0	0	6	0	32	2	0	0	0
PrileiEVm005337t1	0	0	1	4	24	2	2	0	0	1	0	13	10	36	7	0	3	0
PrileiEVm005338t1	0	0	0	0	2	1	2	0	0	0	0	0	1	6	0	0	0	0
PrileiEVm005339t1	0	0	0	1	3	0	0	0	0	0	0	0	0	4	0	0	0	0
PrileiEVm005340t1	0	0	0	1	0	0	0	0	1	0	0	1	1	3	1	2	1	0
PrileiEVm005341t1	0	0	1	5	9	2	26	0	6	0	0	34	10	75	5	0	2	0
PrileiEVm005342t1	0	0	1	0	1	1	1	0	0	0	0	9	0	3	1	1	0	0
PrileiEVm005343t1	0	0	3	2	10	3	13	0	17	0	1	7	6	39	4	0	1	1
PrileiEVm005344t1	0	0	3	0	0	0	4	0	0	0	0	11	8	8	3	0	0	0
PrileiEVm005345t1	0	0	3	0	1	0	4	0	2	1	0	3	245	13	0	0	8	0
PrileiEVm005346t1	0	0	4	2	9	2	9	0	2	0	0	7	3	65	1	0	1	0
PrileiEVm005347t1	0	2	1	8	9	2	27	0	0	0	0	5	1	24	0	0	0	0
PrileiEVm005348t1	0	1	17	1	11	9	20	2	0	1	0	9	17	67	11	0	3	1
PrileiEVm005349t1	0	0	1	4	19	1	11	0	0	1	0	1	2	19	1	0	0	0
PrileiEVm005350t1	0	0	0	0	1	0	6	1	0	2	0	0	3	23	2	0	1	0
PrileiEVm005351t1	0	0	0	0	0	1	2	0	0	0	0	2	1	10	0	0	0	0
PrileiEVm005352t1	0	0	3	183	7	0	2	0	1	0	0	5	3	111	5	0	1	0
PrileiEVm005353t1	0	0	0	0	7	1	10	0	0	0	0	0	1	0	0	0	0	0
PrileiEVm005354t1	0	0	0	0	0	8	6	0	0	0	0	3	0	2	0	0	0	0
PrileiEVm005355t1	0	0	8	0	0	0	1	0	0	0	1	5	1	7	0	0	1	0
PrileiEVm005356t1	0	0	1	1	3	2	5	0	2	0	0	2	2	14	1	1	0	0
PrileiEVm005357t1	0	0	0	4	3	0	6	0	2	0	0	3	2	37	0	0	1	0
PrileiEVm005358t1	0	0	2	2	3	1	52	0	0	0	0	1	2	8	58	0	0	1
PrileiEVm005359t1	0	0	0	1	2	1	1	0	0	0	0	0	2	3	18	0	0	1
PrileiEVm005360t1	0	0	3	0	2	1	24	0	0	0	0	3	3	6	19	0	1	0
PrileiEVm005361t1	0	0	0	4	11	0	0	0	0	0	0	2	4	7	0	0	0	0
PrileiEVm005362t1	0	0	0	1	3	3	4	0	3	0	0	1	0	31	0	0	2	0
PrileiEVm005363t1	0	1	88	0	13	2	14	0	3	1	0	7	5	32	5	0	2	0
PrileiEVm005364t1	0	0	0	2	1	1	1	0	0	0	0	1	1	5	0	0	0	0
PrileiEVm005365t1	1	0	1	0	0	0	1	0	0	0	0	58	3	5	0	0	0	0
PrileiEVm005366t1	2	1	18	15	35	0	50	1	5	1	0	22	87	95	45	1	5	4
PrileiEVm005367t1	0	0	2	0	6	1	1	2	1	0	0	2	3	17	1	0	1	0
PrileiEVm005368t1	2	0	1	0	3	0	1	0	0	0	0	1	0	11	0	0	0	0
PrileiEVm005369t1	2	0	10	6	53	35	112	1	1	9	1	5	24	99	38	0	1	4
PrileiEVm005370t1	0	2	10	10	25	8	35	1	15	2	4	54	26	141	6	1	10	3
PrileiEVm005371t1	0	7	57	15	83	26	111	1	4	1	2	49	24	179	56	0	9	0
PrileiEVm005372t1	1	5	10	29	37	9	57	0	6	0	2	52	55	162	28	0	6	0
PrileiEVm005373t1	0	0	4	3	6	0	14	0	1	0	0	6	12	53	3	0	2	0
PrileiEVm005374t1	0	1	11	9	17	2	45	0	8	4	0	16	14	225	7	2	7	0
PrileiEVm005375t1	5	0	12	2	15	5	22	1	6	2	1	9	9	203	4	0	9	0
PrileiEVm005376t1	0	0	2	2	2	0	3	58	0	1	0	3	5	7	1	0	2	0
PrileiEVm005377t1	2	2	9	9	29	11	35	0	2	1	2	13	17	83	15	1	4	0
PrileiEVm005378t1	0	0	1	0	2	1	6	0	1	0	0	2	0	12	0	0	0	0
PrileiEVm005379t1	0	0	0	0	1	0	1	0	1	0	0	2	2	7	1	0	0	0
PrileiEVm005380t1	0	0	1	0	2	3	5	0	0	0	0	3	0	21	0	0	3	0
PrileiEVm005381t1	1	0	2	1	7	29	2	1	0	0	0	63	3	7	6	0	2	0
PrileiEVm005382t1	0	0	2	4	1	4	9	0	2	2	0	3	1	43	4	0	1	0
PrileiEVm005383t1	0	0	0	1	5	0	5	0	0	0	0	2	0	13	7	0	0	3
PrileiEVm005384t1	0	0	3	3	1	2	8	0	1	0	0	0	0	36	1	0	0	0
PrileiEVm005385t1	0	0	0	0	0	0	6	0	0	0	0	0	0	3	3	0	0	0
PrileiEVm005386t1	0	0	0	0	2	1	29	0	0	0	0	0	0	5	0	0	0	0
PrileiEVm005387t1	2	1	2	4	14	1	14	0	0	0	1	7	7	62	6	0	3	1
PrileiEVm005388t1	0	0	8	1	2	1	6	0	3	0	1	6	2	20	3	1	1	0
PrileiEVm005389t1	0	0	0	1	5	3	15	0	1	1	0	9	3	8	4	1	0	0
PrileiEVm005390t1	0	0	1	1	12	1	9	0	2	1	0	2	4	12	0	0	1	0
PrileiEVm005391t1	0	0	12	1	13	0	19	0	6	0	1	4	5	35	1	0	1	0
PrileiEVm005392t1	1	0	4	2	7	3	2	0	3	0	0	2	1	155	0	0	0	0
PrileiEVm005393t1	1	0	0	1	13	1	8	1	1	1	0	4	2	11	4	0	2	1
PrileiEVm005394t1	0	1	3	7	13	92	28	0	16	0	2	57	8	80	1	0	2	0
PrileiEVm005395t1	0	0	3	6	9	0	30	0	3	4	1	2	11	35	10	0	0	0
PrileiEVm005396t1	0	0	0	2	1	0	2	0	0	1	0	0	1	0	0	0	0	0
PrileiEVm005397t1	0	0	0	0	1	1	1	0	0	0	0	1	2	0	3	0	1	0
PrileiEVm005398t1	0	0	0	0	2	0	1	0	0	0	0	1	4	1	0	0	0	0
PrileiEVm005399t1	0	0	6	0	2	0	1	0	0	0	0	2	4	14	0	0	1	0
PrileiEVm005400t1	0	0	0	7	3	0	0	0	1	0	0	2	1	1	1	0	0	0
PrileiEVm005401t1	0	0	12	0	3	0	3	0	0	0	0	2	1	20	0	0	0	0
PrileiEVm005402t1	0	0	1	0	2	0	3	0	0	0	0	3	7	6	3	0	0	0
PrileiEVm005403t1	3	4	105	39	128	61	244	0	34	19	16	228	86	858	72	8	28	10
PrileiEVm005404t1	1	0	1	1	2	0	4	0	1	0	0	0	5	2	0	0	0	0
PrileiEVm005405t1	0	0	1	3	1	0	5	1	0	1	0	8	2	9	2	0	0	0
PrileiEVm005406t1	0	0	0	0	0	1	7	0	0	0	0	2	6	3	3	0	0	0
PrileiEVm005407t1	0	0	3	3	6	0	7	0	0	0	1	25	2	27	0	0	1	0
PrileiEVm005408t1	0	0	0	1	9	0	16	1	1	0	0	3	4	29	1	0	3	0
PrileiEVm005409t1	0	0	1	0	1	1	4	1	0	0	0	2	22	7	10	0	0	0
PrileiEVm005410t1	0	0	10	13	20	3	32	0	2	0	0	16	15	197	9	0	2	0
PrileiEVm005411t1	0	0	0	0	8	1	16	0	0	0	0	1	8	1	0	0	2	0
PrileiEVm005412t1	0	0	2	2	4	2	10	0	1	0	0	237	3	8	0	0	0	1
PrileiEVm005413t1	0	0	0	2	28	1	50	0	0	0	0	2	2	11	1	0	2	0
PrileiEVm005414t1	0	0	11	0	3	0	3	0	0	1	0	4	0	5	9	0	0	0
PrileiEVm005415t1	0	0	2	1	3	0	6	0	0	0	0	2	3	8	2	0	0	0
PrileiEVm005416t1	0	0	0	1	4	0	2	0	1	0	0	0	1	22	1	0	0	0
PrileiEVm005417t1	0	0	6	0	2	1	1	0	0	0	0	0	0	1	0	0	1	0
PrileiEVm005418t1	0	0	0	0	1	1	1	0	0	0	0	11	2	1	0	2	0	0
PrileiEVm005419t1	2	2	11	10	55	14	55	2	6	3	1	21	23	298	8	1	6	1
PrileiEVm005420t1	0	0	0	0	0	0	2	0	109	0	0	3	0	5	2	0	2	0
PrileiEVm005421t1	0	0	1	0	12	0	0	0	1	0	0	0	0	4	1	0	0	0
PrileiEVm005422t1	0	0	5	1	6	0	8	0	0	0	0	8	5	26	4	1	2	0
PrileiEVm005423t1	0	0	3	1	2	0	8	0	1	0	0	2	1	8	3	0	0	0
PrileiEVm005424t1	0	0	0	3	1	2	5	0	0	0	0	0	1	30	2	1	0	1
PrileiEVm005425t1	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0
PrileiEVm005426t1	0	0	1	10	9	1	14	0	0	0	0	9	2	26	3	0	0	0
PrileiEVm005427t1	0	1	5	1	9	2	8	0	0	0	0	7	2	42	2	0	0	0
PrileiEVm005428t1	0	0	0	1	0	1	1	0	1	0	0	0	15	6	1	0	2	0
PrileiEVm005429t1	1	1	3	1	1	0	5	0	3	1	0	5	2	30	2	0	0	1
PrileiEVm005430t1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0
PrileiEVm005431t1	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm005432t1	0	0	0	2	4	2	1	0	0	0	0	0	1	3	0	0	0	0
PrileiEVm005433t1	0	0	1	0	0	1	3	0	0	0	0	0	23	1	2	0	0	0
PrileiEVm005434t1	0	0	0	0	2	0	5	0	2	2	0	6	1	22	1	1	0	0
PrileiEVm005435t1	2	1	9	15	44	8	39	6	21	2	0	7	13	176	17	2	3	1
PrileiEVm005436t1	0	0	1	0	8	0	6	0	0	0	0	1	0	0	1	0	0	0
PrileiEVm005437t1	0	0	0	2	1	0	4	0	1	0	0	0	1	13	0	0	0	0
PrileiEVm005438t1	0	0	0	0	1	0	2	0	0	0	0	1	7	4	1	0	0	0
PrileiEVm005439t1	0	0	2	1	2	2	2	0	0	0	0	2	3	4	1	0	0	0
PrileiEVm005440t1	0	0	0	54	42	3	110	2	5	0	1	4	17	63	9	0	7	0
PrileiEVm005441t1	0	0	3	21	19	1	50	0	0	1	0	1	4	16	2	0	0	0
PrileiEVm005442t1	11	1	5	0	508	6	18	3	6	1	0	26	18	861	9	3	17	0
PrileiEVm005443t1	3	1	13	3	27	7	91	1	17	7	4	63	25	185	13	1	2	4
PrileiEVm005444t1	0	0	16	6	18	10	37	2	1	1	0	33	57	104	12	1	0	0
PrileiEVm005445t1	0	0	0	1	2	0	10	0	1	0	0	2	0	11	1	0	0	0
PrileiEVm005446t1	3	22	14	9	25	8	103	1	4	5	9	98	15	285	14	2	10	1
PrileiEVm005447t1	2	0	0	0	2	1	63	2	0	0	0	7	1	6	27	0	0	0
PrileiEVm005448t1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm005449t1	0	0	0	0	2	0	1	0	0	0	0	15	0	3	1	0	0	0
PrileiEVm005450t1	0	0	5	3	3	0	9	0	0	2	0	4	4	69	2	1	5	1
PrileiEVm005451t1	1	0	0	18	1	1	2	0	0	0	0	0	1	9	3	0	1	0
PrileiEVm005452t1	0	0	3	0	6	1	4	1	2	1	0	4	3	20	1	1	3	0
PrileiEVm005453t1	0	0	7	1	6	4	2	0	646	0	0	5	10	94	5	0	0	0
PrileiEVm005454t1	0	0	0	0	0	0	2	0	0	9	0	0	0	1	0	0	0	0
PrileiEVm005455t1	122	227	586	332	1481	237	3755	27	278	119	84	904	688	20226	273	7	509	32
PrileiEVm005456t1	0	0	0	1	1	1	14	0	0	0	0	0	3	33	1	0	0	0
PrileiEVm005457t1	2	0	9	5	37	5	37	1	7	0	0	6	8	234	10	0	1	2
PrileiEVm005458t1	1	1	2	6	9	0	17	0	1	1	0	8	4	112	1	0	3	0
PrileiEVm005459t1	0	1	2	1	6	8	4	0	1	0	0	3	1	33	4	0	1	1
PrileiEVm005460t1	0	0	3	0	4	1	8	0	1	0	0	3	6	28	3	0	2	0
PrileiEVm005461t1	0	0	7	2	5	3	10	0	5	1	0	4	6	32	4	0	0	0
PrileiEVm005462t1	1	0	3	3	12	4	28	0	2	0	0	9	7	79	7	1	6	0
PrileiEVm005463t1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm005464t1	0	0	2	11	16	3	50	0	1	1	2	7	5	38	8	0	1	1
PrileiEVm005465t1	1	0	7	79	16	9	37	1	2	3	1	32	8	67	5	0	4	0
PrileiEVm005466t1	0	1	3	9	4	44	90	0	50	0	5	8	2	25	3	1	0	0
PrileiEVm005467t1	0	1	0	1	4	1	1	0	0	0	0	3	36	6	9	0	4	0
PrileiEVm005468t1	0	0	0	3	1	8	4	0	0	1	0	8	17	20	1	0	0	0
PrileiEVm005469t1	0	0	1	1	1	13	1	0	0	0	0	1	0	1	1	0	0	0
PrileiEVm005470t1	0	0	0	4	3	2	3	0	0	0	0	3	9	14	5	0	0	0
PrileiEVm005471t1	0	0	0	1	1	0	0	0	0	0	0	30	0	3	0	0	0	0
PrileiEVm005472t1	2	2	9	0	10	0	16	0	1	4	1	8	8	162	3	0	7	2
PrileiEVm005473t1	0	0	2	10	11	2	12	2	6	0	1	27	9	47	3	0	3	0
PrileiEVm005474t1	2	1	4	4	17	4	24	2	2	0	3	11	17	71	18	0	4	0
PrileiEVm005475t1	3	3	11	8	25	9	43	0	0	2	2	21	18	78	5	1	6	1
PrileiEVm005476t1	1	5	10	29	49	5	63	0	1	2	2	28	18	98	6	1	1	0
PrileiEVm005477t1	1	0	8	2	27	1	13	0	6	2	1	4	5	368	4	0	10	0
PrileiEVm005478t1	0	0	43	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0
PrileiEVm005479t1	0	0	0	1	4	3	9	0	1	0	0	3	1	47	3	0	2	0
PrileiEVm005480t1	0	0	1	3	2	0	4	0	2	1	0	9	2	21	4	0	1	0
PrileiEVm005481t1	1	1	0	37	5	35	3	1	1	0	0	2	2	10	1	0	0	0
PrileiEVm005482t1	0	0	8	0	2	0	1	0	0	0	0	7	30	2	6	0	2	0
PrileiEVm005483t1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm005484t1	0	0	0	0	1	0	33	0	0	0	0	11	0	3	0	0	0	0
PrileiEVm005485t1	0	2	11	10	4	3	39	0	5	2	1	16	9	101	4	0	1	1
PrileiEVm005486t1	0	0	0	3	2	1	8	0	0	0	0	3	3	23	1	0	1	0
PrileiEVm005487t1	0	0	0	0	2	51	1	0	1	0	0	2	3	5	1	0	1	0
PrileiEVm005488t1	0	0	5	2	0	1	3	0	0	0	0	3	0	18	3	0	1	0
PrileiEVm005489t1	0	0	1	0	0	0	0	0	1	0	0	0	1	3	0	1	0	0
PrileiEVm005490t1	0	1	0	0	2	0	0	0	0	0	0	6	0	4	1	1	0	0
PrileiEVm005491t1	0	0	0	0	12	3	9	0	0	1	0	2	0	18	1	0	1	0
PrileiEVm005492t1	2	1	7	7	33	10	39	0	4	5	2	12	13	80	16	19	0	0
PrileiEVm005493t1	0	0	0	0	0	0	0	0	0	0	0	6	0	4	1	0	0	0
PrileiEVm005494t1	0	0	0	0	0	0	3	0	0	0	0	3	4	12	0	28	0	1
PrileiEVm005495t1	0	3	11	8	12	5	37	1	6	3	1	19	4	66	9	0	1	0
PrileiEVm005496t1	8	12	37	65	62	24	125	3	22	10	18	162	112	460	21	2	19	4
PrileiEVm005497t1	0	0	2	1	16	1	0	0	0	0	0	2	1	8	0	0	0	0
PrileiEVm005498t1	0	1	4	5	9	13	68	0	4	2	1	2	4	51	3	0	0	1
PrileiEVm005499t1	0	0	0	53	31	8	33	0	4	0	2	6	2	74	11	1	2	0
PrileiEVm005500t1	0	1	0	1	0	0	0	0	0	0	0	3	1	6	0	0	0	0
PrileiEVm005501t1	0	0	0	0	0	0	3	0	0	0	1	0	4	3	1	0	0	0
PrileiEVm005502t1	1	0	0	2	1	0	13	0	1	0	0	12	14	6	2	0	0	0
PrileiEVm005504t1	0	0	0	1	1	2	1	0	0	0	0	0	0	1	0	0	2	0
PrileiEVm005506t1	0	0	7	0	8	0	1	0	1	0	0	2	1	7	6	0	1	0
PrileiEVm005507t1	0	0	1	0	1	1	22	0	0	0	0	1	3	15	1	1	0	0
PrileiEVm005508t1	0	1	0	0	0	0	5	1	0	0	2	5	5	5	1	0	0	0
PrileiEVm005509t1	2	0	6	1	33	9	19	0	2	2	0	24	8	100	19	0	1	1
PrileiEVm005510t1	0	0	0	2	6	3	9	2	1	0	0	128	32	9	3	1	2	0
PrileiEVm005511t1	0	1	3	0	18	1	4	0	0	0	0	0	0	10	0	0	1	0
PrileiEVm005512t1	0	0	0	2	1	0	2	0	0	0	0	106	0	3	0	0	1	0
PrileiEVm005513t1	0	0	0	0	1	0	1	0	0	0	0	1	8	5	0	0	1	0
PrileiEVm005514t1	0	0	0	1	1	2	24	1	1	0	0	3	2	6	2	0	0	0
PrileiEVm005515t1	0	0	2	26	2	1	3	0	0	0	0	2	0	3	1	0	0	0
PrileiEVm005516t1	0	0	1	1	1	4	3	0	1	1	0	1	3	3	2	0	1	0
PrileiEVm005517t1	0	0	1	0	14	2	1	0	0	0	0	4	2	21	0	0	0	0
PrileiEVm005518t1	0	0	0	0	0	0	1	0	0	0	0	0	15	5	3	0	0	0
PrileiEVm005519t1	7	9	10	34	7	12	173	0	1	4	1	9	27	158	22	0	2	0
PrileiEVm005520t1	1	0	6	1	16	10	24	1	1	3	0	4	13	37	0	0	2	1
PrileiEVm005521t1	0	0	264	0	1	0	1	0	0	2	0	1	0	6	2	0	1	0
PrileiEVm005522t1	1	0	0	5	4	0	2	0	0	0	0	2	0	49	0	0	0	0
PrileiEVm005523t1	1	0	1	0	0	0	30	0	0	0	0	0	0	13	6	0	0	0
PrileiEVm005524t1	2	0	0	4	1	0	20	0	0	0	0	3	0	33	1	0	1	0
PrileiEVm005525t1	0	1	1	12	1	1	4	0	0	0	0	0	1	5	1	0	0	0
PrileiEVm005526t1	0	0	0	0	2	0	4	0	0	0	0	1	0	4	1	0	0	0
PrileiEVm005527t1	2	0	5	8	15	4	24	1	3	0	0	13	7	112	4	1	8	0
PrileiEVm005528t1	0	0	0	3	0	0	1	0	0	0	0	2	20	4	8	0	0	0
PrileiEVm005529t1	4	3	0	1	15	5	31	0	2	2	1	10	6	96	2	0	6	0
PrileiEVm005530t1	0	2	2	6	17	1	12	0	3	0	0	5	10	58	2	0	2	0
PrileiEVm005531t1	0	0	0	1	3	1	2	0	1	0	0	2	5	17	2	0	0	1
PrileiEVm005532t1	0	0	4	15	1	9	12	0	0	0	0	0	1	5	0	0	0	0
PrileiEVm005533t1	0	0	12	2	12	3	64	0	1	0	0	7	5	31	1	0	1	0
PrileiEVm005534t1	1	0	0	0	1	0	10	0	0	0	0	1	7	20	0	0	0	0
PrileiEVm005535t1	0	0	8	5	29	2	24	0	1	0	2	10	3	42	7	2	1	0
PrileiEVm005536t1	0	0	0	1	23	0	1	0	1	0	0	1	2	1	0	0	0	0
PrileiEVm005537t1	0	2	3	1	8	2	8	0	2	3	0	3	2	72	2	1	0	0
PrileiEVm005538t1	0	0	1	0	15	0	20	0	0	1	0	2	0	4	0	0	0	0
PrileiEVm005539t1	0	0	0	0	2	1	6	0	0	0	0	2	1	10	0	1	0	0
PrileiEVm005540t1	0	1	1	0	1	1	23	0	0	0	0	1	3	9	11	0	0	0
PrileiEVm005541t1	0	0	3	0	1	1	0	0	0	0	0	22	1	8	4	0	0	0
PrileiEVm005542t1	1	0	0	0	2	0	4	1	1	0	0	4	39	7	11	0	0	0
PrileiEVm005543t1	0	0	1	0	3	0	7	0	1	1	0	1	2	15	7	0	0	1
PrileiEVm005544t1	1	0	2	1	1	1	3	1	0	1	0	3	4	16	0	0	0	0
PrileiEVm005545t1	0	0	0	10	2	0	1	0	0	0	0	2	1	1	0	0	0	0
PrileiEVm005546t1	0	1	2	0	4	3	4	0	1	0	0	2	6	21	0	0	1	0
PrileiEVm005547t1	0	0	1	2	6	0	13	1	2	0	0	4	6	29	2	0	0	0
PrileiEVm005548t1	1	0	3	2	14	1	15	1	1	0	0	62	11	34	3	0	1	0
PrileiEVm005549t1	0	1	2	2	9	2	19	0	3	0	0	7	8	15	9	1	2	0
PrileiEVm005550t1	2	0	22	23	47	24	53	0	3	0	3	59	32	169	12	1	3	0
PrileiEVm005551t1	0	2	4	6	17	5	35	1	0	1	0	6	11	65	10	2	2	0
PrileiEVm005552t1	1	0	6	10	28	2	51	0	2	0	2	21	9	62	9	0	3	0
PrileiEVm005553t1	4	1	8	13	18	11	39	0	2	2	0	32	12	115	5	0	5	0
PrileiEVm005554t1	0	0	24	20	153	3	18	5	0	0	3	79	16	35	11	0	7	0
PrileiEVm005555t1	0	0	0	0	0	1	1	0	0	0	0	3	0	4	5	0	0	0
PrileiEVm005556t1	0	0	0	0	0	1	0	0	0	0	0	6	7	2	2	0	0	0
PrileiEVm005557t1	1	2	18	6	26	5	37	1	0	0	0	37	22	196	22	0	8	0
PrileiEVm005558t1	0	0	0	1	0	0	4	0	1	0	0	1	3	16	0	0	1	0
PrileiEVm005559t1	0	0	0	1	0	1	0	0	0	0	0	0	5	0	0	1	0	0
PrileiEVm005560t1	0	0	2	0	11	1	16	0	0	0	0	1	1	16	1	0	0	2
PrileiEVm005561t1	0	0	2	0	3	1	3	0	0	0	0	1	0	7	0	0	0	0
PrileiEVm005562t1	0	0	0	0	0	0	1	0	0	0	0	2	54	2	0	0	0	0
PrileiEVm005563t1	0	0	0	0	5	0	5	0	2	1	0	10	0	9	0	0	0	0
PrileiEVm005564t1	0	0	1	3	4	1	8	0	0	1	0	1	1	28	2	0	1	1
PrileiEVm005565t1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
PrileiEVm005566t1	0	1	5	1	2	39	41	0	1	3	0	13	7	69	2	0	2	0
PrileiEVm005567t1	1	0	8	13	9	4	6	0	3	3	2	19	14	106	12	2	3	1
PrileiEVm005568t1	1	1	7	6	19	4	9	0	3	0	1	18	15	81	3	1	2	0
PrileiEVm005569t1	1	0	5	4	11	0	7	0	1	0	0	18	14	57	7	2	1	0
PrileiEVm005570t1	0	2	6	2	10	0	22	0	1	0	1	10	9	87	4	1	1	0
PrileiEVm005571t1	0	1	3	1	14	4	22	1	2	0	0	9	10	95	4	0	3	0
PrileiEVm005572t1	0	0	0	0	0	2	29	0	1	0	0	0	0	15	0	0	2	0
PrileiEVm005573t1	0	0	0	0	1	0	2	0	0	0	0	0	1	32	0	0	1	0
PrileiEVm005574t1	0	0	0	11	0	1	1	3	0	0	0	0	0	0	0	0	0	0
PrileiEVm005575t1	1	11	10	6	37	5	83	0	11	6	5	68	23	167	6	1	6	3
PrileiEVm005576t1	0	0	2	2	6	1	13	0	2	0	0	8	9	24	1	0	1	0
PrileiEVm005577t1	0	0	2	0	0	0	1	0	0	0	1	0	13	5	0	0	0	0
PrileiEVm005578t1	0	0	0	0	1	0	5	0	0	0	0	1	2	5	2	0	0	0
PrileiEVm005579t1	0	0	0	2	3	0	3	0	1	0	0	1	2	7	2	0	0	0
PrileiEVm005580t1	0	0	1	0	1	0	16	0	0	0	0	0	1	6	1	0	1	0
PrileiEVm005581t1	0	0	2	0	3	0	1	0	1	0	0	1	2	70	2	0	2	0
PrileiEVm005582t1	0	0	25	2	14	0	3	0	1	1	0	1	1	17	4	0	1	0
PrileiEVm005583t1	0	0	4	5	13	3	21	0	3	1	0	13	8	44	5	0	1	1
PrileiEVm005584t1	0	1	5	5	3	7	28	0	1	1	0	5	2	8	1	0	0	1
PrileiEVm005585t1	1	0	5	9	23	10	15	1	1	0	2	43	39	75	7	0	0	1
PrileiEVm005586t1	0	0	0	1	1	0	4	0	0	0	0	6	48	10	36	0	0	1
PrileiEVm005587t1	0	2	5	2	7	1	18	0	2	0	2	3	10	42	5	1	4	1
PrileiEVm005588t1	0	0	0	1	12	0	7	0	0	0	0	0	1	2	1	0	1	0
PrileiEVm005589t1	0	0	1	0	3	1	2	0	1	0	0	14	1	23	4	0	1	0
PrileiEVm005590t1	0	0	1	0	0	0	1	0	0	0	0	1	2	2	0	0	0	0
PrileiEVm005591t1	7	28	73	41	72	17	312	4	25	15	5	118	66	817	30	1	32	21
PrileiEVm005592t1	0	0	0	0	1	0	4	0	0	0	0	0	0	15	2	0	0	0
PrileiEVm005593t1	0	1	0	10	26	5	42	0	3	0	1	24	0	43	4	0	1	0
PrileiEVm005594t1	0	0	1	2	4	0	12	0	1	0	0	2	0	10	11	0	0	0
PrileiEVm005595t1	0	3	2	0	2	1	14	0	1	1	2	3	1	35	2	0	4	0
PrileiEVm005596t1	0	0	0	0	3	1	1	0	0	0	0	4	8	5	0	0	0	0
PrileiEVm005597t1	0	0	0	0	0	0	1	0	0	0	0	14	1	6	0	0	0	0
PrileiEVm005598t1	1	0	13	9	22	2	29	0	4	1	0	11	10	74	13	0	1	1
PrileiEVm005599t1	1	0	6	5	10	8	11	0	0	2	1	6	9	45	3	0	2	0
PrileiEVm005600t1	1	0	1	2	0	1	6	0	0	0	0	1	1	5	0	0	2	1
PrileiEVm005601t1	0	0	0	1	33	0	3	0	0	0	0	1	1	8	2	0	0	0
PrileiEVm005602t1	0	0	0	0	0	0	0	4	0	0	0	0	1	3	0	0	0	0
PrileiEVm005603t1	4	0	0	0	1	0	0	0	0	0	0	3	1	2	0	0	0	0
PrileiEVm005604t1	0	0	1	0	1	0	9	0	0	0	1	0	2	7	20	0	0	0
PrileiEVm005605t1	0	0	1	6	2	3	0	0	4	0	6	22	4	34	0	0	1	0
PrileiEVm005606t1	1	0	1	3	8	5	24	0	6	0	0	4	5	27	6	0	1	1
