	arginase+ cells	carbohydrate metabolic cells	chaetal sacs	eleocytes	epidermis	globin+ cells	gut	ldlrr+ cells	lipoxygenase+ cells	lumbrokinase+ cells	metanephridia	muscle	neurons	piwi+ cells	polycystin cells	secretory	unnanotated	vigilin+ cells
PrileiEVm000280t1	2	4	9	10	69	22	59	1	8	8	4	40	22	191	14	3	4	8
PrileiEVm000281t1	0	1	6	3	23	8	23	1	1	10	0	9	7	185	3	1	5	2
PrileiEVm000282t1	0	0	5	3	20	10	17	1	3	2	0	4	10	101	3	0	1	0
PrileiEVm000283t1	0	0	15	3	805	7	26	1	4	3	2	18	9	37	36	8	18	14
PrileiEVm000284t1	2	3	22	21	171	28	111	4	7	13	7	42	32	192	26	2	9	6
PrileiEVm000285t1	4	5	17	25	222	45	120	2	13	3	1	33	43	381	24	5	9	8
PrileiEVm000286t1	4	0	5	4	18	7	310	0	4	1	1	8	8	29	124	1	4	1
PrileiEVm000287t1	1	0	0	2	12	4	19	0	0	0	0	1	5	8	3	0	0	0
PrileiEVm000288t1	0	0	14	9	57	11	43	2	3	6	2	33	33	154	6	3	3	5
PrileiEVm000289t1	1	2	11	11	92	21	51	3	0	2	1	25	44	154	13	4	12	2
PrileiEVm000290t1	0	1	2	12	34	9	21	1	13	3	3	751	12	34	4	3	4	3
PrileiEVm000291t1	3	0	3	1	15	9	43	2	0	1	1	55	15	59	2	2	0	1
PrileiEVm000292t1	0	0	1	9	22	19	20	1	2	2	5	38	46	76	2	0	2	0
PrileiEVm000293t1	0	3	10	18	57	12	38	0	5	7	1	30	33	117	17	3	2	4
PrileiEVm000294t1	0	1	20	14	92	9	46	15	4	6	0	60	165	105	51	2	3	3
PrileiEVm000295t1	0	1	0	2	8	3	8	0	1	0	0	3	21	10	13	0	0	2
PrileiEVm000296t1	3	5	6	5	103	3	101	1	3	2	0	12	7	178	30	0	9	1
PrileiEVm000297t1	0	0	3	0	186	2	11	0	0	1	1	7	7	18	8	1	4	1
PrileiEVm000298t1	1	2	3	5	16	11	14	1	11	0	1	514	12	34	5	2	1	2
PrileiEVm000299t1	0	1	4	1	8	2	24	0	1	0	0	844	5	29	3	2	0	2
PrileiEVm000300t1	24	60	201	184	577	264	601	23	273	57	40	61154	371	880	152	65	218	82
PrileiEVm000301t1	1	1	15	11	97	27	75	6	9	2	0	53	49	184	31	3	8	3
PrileiEVm000302t1	1	0	13	2	15	5	14	0	0	1	0	101	7	132	5	4	5	27
PrileiEVm000303t1	2	2	18	31	192	26	89	6	12	6	3	53	46	219	42	3	16	7
PrileiEVm000304t1	1	1	3	7	13	3	17	2	1	1	0	8	84	20	57	0	3	1
PrileiEVm000305t1	0	0	8	18	86	16	192	1	3	1	1	20	4	85	21	1	6	6
PrileiEVm000306t1	0	3	6	14	38	3	116	1	6	6	0	6	11	53	13	1	7	3
PrileiEVm000307t1	1	0	4	2	9	9	12	0	2	1	3	353	6	17	3	0	3	2
PrileiEVm000308t1	0	3	26	6	632	5	11	3	4	0	1	15	10	27	35	1	16	2
PrileiEVm000309t1	7	0	1	2	8	3	44	0	3	1	0	3	1	48	11	0	1	0
PrileiEVm000310t1	15	10	127	883	1444	75	359	7	16	17	4	49	42	561	38	8	37	31
PrileiEVm000311t1	0	0	9	12	26	16	22	5	6	3	2	101	27	53	5	3	4	5
PrileiEVm000312t1	3	3	7	4	38	8	113	1	1	2	0	4	5	44	27	4	2	3
PrileiEVm000313t1	0	2	9	16	63	14	40	1	4	5	3	39	121	86	16	5	2	1
PrileiEVm000314t1	0	0	5	3	149	2	44	1	0	1	0	3	1	13	6	1	3	0
PrileiEVm000315t1	4	0	24	8	94	41	101	2	11	3	1	61	12	191	16	2	12	2
PrileiEVm000316t1	3	4	23	30	130	41	141	0	6	4	2	44	50	438	25	6	20	12
PrileiEVm000317t1	1	0	4	3	16	10	12	0	3	0	0	642	22	33	4	2	1	2
PrileiEVm000318t1	3	0	7	2	28	5	18	2	1	1	0	10	12	51	4	2	6	2
PrileiEVm000319t1	0	1	10	10	40	7	28	0	1	4	3	20	33	57	13	9	6	3
PrileiEVm000320t1	3	12	14	10	35	22	54	1	2033	6	3	28	10	68	14	1	3	11
PrileiEVm000321t1	1	8	52	11	78	6	104	0	10	2	4	7	8	90	44	1	8	1
PrileiEVm000322t1	0	1	0	0	7	7	458	1	1	2	1	16	2	12	0	5	0	4
PrileiEVm000323t1	7	4	17	39	117	25	118	3	9	1	2	39	43	115	25	3	4	3
PrileiEVm000324t1	0	0	1	0	29	10	9	1	0	0	0	12	76	31	2	6	1	1
PrileiEVm000325t1	0	1	2	2	6	3	8	0	1	1	0	7	106	10	6	803	3	1
PrileiEVm000326t1	2	7	11	8	83	102	251	0	8	4	3	38	21	120	10	4	4	6
PrileiEVm000327t1	12	8	62	68	287	62	272	9	16	12	11	138	175	1194	79	11	44	37
PrileiEVm000328t1	4	8	32	69	261	100	198	7	14	6	6	171	111	450	60	4	21	18
PrileiEVm000329t1	15	18	77	62	390	106	440	5	33	32	11	218	155	1011	88	14	50	51
PrileiEVm000330t1	0	0	1	2	30	3	16	1	2	7	0	2	1	65	1	0	4	2
PrileiEVm000331t1	0	0	0	2	11	3	8	1	7	0	1	345	7	7	2	0	3	0
PrileiEVm000332t1	0	1	3	4	4	1	7	1	1	1	0	2	4	9	6	0	0	1
PrileiEVm000333t1	1	0	1	0	8	3	15	0	3	0	1	352	10	10	1	0	5	2
PrileiEVm000334t1	7	3	67	116	441	9	281	10	19	14	2	119	27	340	56	3	15	20
PrileiEVm000335t1	1	0	12	0	211	2	24	0	4	2	0	13	6	12	4	1	8	0
PrileiEVm000336t1	0	0	2	2	9	7	183	1	2	0	0	5	6	2	1	7	1	0
PrileiEVm000337t1	1	1	1	5	27	1	48	1	0	0	1	56	8	16	4	0	2	1
PrileiEVm000338t1	1	1	10	4	22	6	23	0	4	5	0	7	7	85	9	2	4	0
PrileiEVm000339t1	6	6	58	48	219	48	205	2	16	7	2	133	142	721	56	6	27	26
PrileiEVm000340t1	0	2	1	2	24	3	168	0	1	2	1	12	4	21	140	2	0	1
PrileiEVm000341t1	0	1	4	10	51	15	78	0	4	3	0	30	19	148	13	2	4	3
PrileiEVm000342t1	0	0	414	0	6	3	8	1	0	0	0	4	4	7	1	1	0	1
PrileiEVm000343t1	6	1	26	32	157	35	171	4	16	7	2	94	77	579	25	6	10	7
PrileiEVm000344t1	2	5	16	4	505	9	397	0	4	10	0	24	18	38	73	4	16	9
PrileiEVm000345t1	1	0	5	3	8	5	6	0	2	0	1	9	9	8	317	0	3	2
PrileiEVm000346t1	6	8	48	94	1179	15	207	14	14	8	25	314	38	272	63	4	23	2
PrileiEVm000347t1	1	1	5	25	58	6	361	0	1	2	1	8	5	83	10	0	2	5
PrileiEVm000348t1	2	0	6	10	43	18	21	2	6	2	1	13	10	53	10	1	1	2
PrileiEVm000349t1	12	7	40	26	179	52	106	2	11	9	1	153	113	355	39	10	19	7
PrileiEVm000350t1	0	4	13	19	58	11	81	3	6	2	2	46	32	135	8	6	4	7
PrileiEVm000351t1	0	0	7	6	99	34	54	2	3	3	3	17	26	185	13	5	4	8
PrileiEVm000352t1	5	5	21	22	169	44	132	0	16	5	1	105	66	453	25	4	8	5
PrileiEVm000353t1	4	1	12	4	87	18	62	1	9	3	1	28	22	337	11	2	9	12
PrileiEVm000354t1	0	1	1	3	6	1	0	0	2	0	0	3	36	5	1	2	2	0
PrileiEVm000355t1	4	5	8	15	119	46	136	2	6	16	1	65	20	126	24	6	8	5
PrileiEVm000356t1	2	0	1	4	26	6	133	0	0	0	0	3	4	69	24	1	1	1
PrileiEVm000357t1	4	3	15	19	92	25	79	2	9	8	0	45	23	401	15	7	9	8
PrileiEVm000358t1	0	1	7	10	42	11	25	1	2	3	0	19	11	74	5	6	3	6
PrileiEVm000359t1	1	31	92	175	3373	86	1115	6	26	9	5	113	75	334	108	7	77	19
PrileiEVm000360t1	5	1	3	1	15	4	128	0	1	2	0	4	12	11	59	1	1	1
PrileiEVm000361t1	5	6	47	5	169	5	200	1	2	7	0	3	6	57	21	4	3	8
PrileiEVm000362t1	3	0	3	0	12	5	74	0	1	0	0	4	4	14	52	1	1	0
PrileiEVm000363t1	0	4	19	6	1434	18	32	1	4	4	0	26	12	39	25	1	28	6
PrileiEVm000364t1	0	1	5	8	33	11	33	3	6	0	1	16	34	95	3	1	4	4
PrileiEVm000365t1	1	2	6	7	48	23	36	2	6	2	1	54	34	76	15	3	9	7
PrileiEVm000366t1	4	6	21	26	128	20	97	2	21	8	1	79	78	380	33	2	9	10
PrileiEVm000367t1	1	2	4	4	56	33	45	1	4	5	3	37	45	108	18	2	8	3
PrileiEVm000368t1	2	1	3	3	21	9	25	1	2	2	0	14	17	75	4	0	3	4
PrileiEVm000369t1	0	3	24	1	166	8	9	1	3	1	0	12	9	17	3	1	1	1
PrileiEVm000370t1	10	3	46	29	242	41	210	4	26	10	3	123	95	542	42	9	19	13
PrileiEVm000371t1	1	0	22	3	1253	7	13	4	6	1	0	33	25	50	25	0	22	3
PrileiEVm000372t1	3	0	1	2	24	6	35	0	2	2	0	8	5	100	11	0	5	1
PrileiEVm000373t1	0	1	11	7	24	7	20	1	3	1	0	11	576	19	7	1	3	2
PrileiEVm000374t1	6	5	17	18	106	28	69	2	9	4	1	79	48	366	21	1	9	3
PrileiEVm000375t1	0	0	2	0	5	2	6	1	1	1	0	4	6	6	24	0	0	1
PrileiEVm000376t1	0	0	78	0	3	0	3	0	0	0	0	1	1	9	0	1	0	0
PrileiEVm000377t1	0	0	3	0	6	4	11	0	0	3	0	12	76	14	10	2	2	15
PrileiEVm000378t1	3	4	7	5	1626	12	33	2	7	3	1	21	24	34	30	4	25	2
PrileiEVm000379t1	4	0	23	2	5	5	1	1	1	0	11	85	5	30	1	0	0	1
PrileiEVm000380t1	0	1	29	6	100	2	70	0	0	5	0	3	7	53	20	3	4	6
PrileiEVm000381t1	3	5	21	16	94	29	168	3	8	5	4	26	23	53	13	2	0	4
PrileiEVm000382t1	0	1	10	0	33	4	10	0	2	2	0	150	23	71	50	3	4	8
PrileiEVm000383t1	3	0	3	1	184	17	6	0	1	6	0	8	5	17	7	0	3	2
PrileiEVm000384t1	3	0	30	1	26	2	31	0	1	1	2	15	4	29	11	0	2	0
PrileiEVm000385t1	28	8	145	155	1476	158	947	9	29	132	96	148	147	1830	54	84	81	125
PrileiEVm000386t1	1	2	5	5	159	6	35	0	6	1	3	13	14	72	24	2	7	39
PrileiEVm000387t1	4	1	20	21	71	43	81	1	10	7	2	60	46	100	27	5	7	6
PrileiEVm000388t1	4	1	17	24	165	34	130	2	12	5	2	89	49	179	27	7	13	6
PrileiEVm000389t1	0	5	9	5	1634	11	14	6	12	0	1	19	9	10	19	1	16	4
PrileiEVm000390t1	13	1	7	10	43	5	687	1	1	1	1	11	13	54	213	3	15	4
PrileiEVm000391t1	1	1	0	0	5	3	5	0	0	0	0	8	4	8	130	0	1	0
PrileiEVm000392t1	0	0	4	10	15	7	23	0	1	1	1	8	373	18	17	2	9	2
PrileiEVm000393t1	0	0	0	2	21	2	12	0	0	0	0	1	3	3	2	0	0	1
PrileiEVm000394t1	0	0	20	3	336	6	4	1	2	0	2	7	6	30	23	2	7	1
PrileiEVm000395t1	0	1	5	10	7	11	17	2	6	2	1	38	66	63	1	3	5	3
PrileiEVm000396t1	5	2	17	10	84	19	98	4	6	14	1	41	31	181	16	5	5	18
PrileiEVm000397t1	0	0	0	1	15	2	15	0	5	0	1	3	4	7	6	0	0	5
PrileiEVm000398t1	0	0	0	1	3	0	11	0	0	0	0	1	8	11	3	0	1	0
PrileiEVm000399t1	1	1	32	10	351	5	21	4	2	0	3	15	11	19	67	0	8	0
PrileiEVm000400t1	7	3	31	33	146	52	159	6	10	8	4	66	89	690	79	6	16	22
PrileiEVm000401t1	0	2	11	4	55	20	11	0	1	2	1	15	4	59	2	1	2	2
PrileiEVm000402t1	3	0	10	9	83	13	45	2	2	5	1	25	25	201	8	1	5	6
PrileiEVm000403t1	0	0	0	135	11	1	8	1	3	0	0	7	5	6	2	1	0	1
PrileiEVm000404t1	2	0	11	6	26	8	20	2	6	1	1	16	385	33	98	0	10	1
PrileiEVm000405t1	3	6	43	19	163	29	268	5	8	8	3	33	47	137	37	9	11	23
PrileiEVm000406t1	0	0	0	1	2	0	159	0	0	0	0	0	2	2	1	0	1	0
PrileiEVm000407t1	3	1	0	16	38	7	20	0	2	0	0	16	14	59	10	2	7	1
PrileiEVm000408t1	1	0	1	1	14	1	90	0	0	0	0	2	3	20	33	0	0	0
PrileiEVm000409t1	6	9	47	82	307	109	365	6	25	11	6	171	102	472	76	12	25	18
PrileiEVm000410t1	0	0	0	2	20	5	27	0	5	1	0	5	2	8	1	0	1	1
PrileiEVm000411t1	0	1	9	17	78	21	59	0	4	0	0	18	48	104	12	2	2	3
PrileiEVm000412t1	1	2	1	5	36	7	20	1	1	2	0	21	12	148	8	1	2	2
PrileiEVm000413t1	2	1	3	4	41	4	22	1	5	3	0	10	20	97	11	0	5	1
PrileiEVm000414t1	2	0	4	10	78	14	31	1	4	4	3	28	23	235	10	2	10	1
PrileiEVm000415t1	0	0	11	0	4	0	4	0	0	0	0	3	2	18	22	2	0	0
PrileiEVm000416t1	14	1	9	9	60	14	317	3	5	9	5	234	76	210	15	4	15	4
PrileiEVm000417t1	0	5	7	6	39	3	25	1	5	1	1	38	34	82	13	1	2	4
PrileiEVm000418t1	1	2	1	4	18	1	235	0	2	0	0	11	4	23	133	3	3	1
PrileiEVm000419t1	5	0	6	0	23	3	13	2	2	0	0	3	8	61	7	1	2	1
PrileiEVm000420t1	0	2	6	15	423	10	276	2	3	4	3	13	8	18	20	0	12	0
PrileiEVm000421t1	0	1	4	2	17	5	20	0	2	4	0	8	8	25	24	0	2	6
PrileiEVm000422t1	18	1	6	4	38	2	9	0	2	0	54	24	11	123	4	1	7	2
PrileiEVm000423t1	3	2	11	21	69	18	51	1	9	2	0	27	44	150	20	1	7	5
PrileiEVm000424t1	1	0	16	3	189	4	63	0	1	4	0	14	8	24	13	1	6	0
PrileiEVm000425t1	4	1	5	1	6	37	10	1	4	0	27	391	16	39	5	0	3	1
PrileiEVm000426t1	2	1	2	19	70	8	62	1	2	0	1	10	13	37	10	5	3	2
PrileiEVm000427t1	2	3	10	6	62	12	35	1	3	3	3	69	35	154	18	25	11	6
PrileiEVm000428t1	8	0	6	0	13	0	7	1	1	0	3	2	2	8	1	0	0	1
PrileiEVm000429t1	0	0	2	2	25	14	8	1	4	2	1	4	2	205	5	0	7	0
PrileiEVm000430t1	13	4	12	18	63	334	43	3	5	8	62	1538	28	321	18	3	20	4
PrileiEVm000431t1	1	1	7	6	88	6	25	3	3	2	1	18	128	274	37	6	18	14
PrileiEVm000432t1	16	3	125	21	85	65	77	54	40	7	22	2257	65	166	16	5	16	9
PrileiEVm000433t1	0	1	8	19	75	11	41	0	3	2	0	34	21	122	22	0	5	6
PrileiEVm000434t1	0	6	7	13	80	18	80	1	0	0	2	21	5	157	12	2	8	6
PrileiEVm000435t1	3	6	22	18	102	15	115	2	16	13	0	26	38	94	31	5	2	32
PrileiEVm000436t1	9	5	36	5	388	17	165	1	0	3	1	21	15	188	55	6	16	25
PrileiEVm000437t1	1	2	13	44	95	28	92	18	4	5	0	23	407	79	77	5	16	58
PrileiEVm000438t1	0	1	0	0	9	0	3	1	1	1	0	11	59	3	9	0	1	3
PrileiEVm000439t1	0	0	0	0	3	2	5	0	2	0	0	4	65	9	16	0	2	0
PrileiEVm000440t1	4	3	11	22	62	52	36	2	10	1	5	62	38	168	14	6	7	5
PrileiEVm000441t1	1	0	2	1	27	6	125	0	4	0	2	13	8	88	13	1	2	3
PrileiEVm000442t1	5	2	26	54	111	52	223	5	10	8	5	145	70	117	42	9	11	10
PrileiEVm000443t1	4	0	6	1	7	0	5	0	0	16	0	1	1	8	2	0	0	0
PrileiEVm000444t1	1	0	1	0	19	6	11	1	5	2	0	4	11	121	5	1	2	3
PrileiEVm000445t1	3	1	4	5	57	13	31	0	1	0	2	9	15	157	7	2	2	5
PrileiEVm000446t1	5	2	12	3	121	11	30	0	13	0	0	11	10	806	18	0	22	0
PrileiEVm000447t1	5	7	19	22	104	33	81	1	32	8	3	5641	41	142	30	7	31	8
PrileiEVm000448t1	1	1	1	2	22	20	10	0	2	0	0	10	3	34	4	0	6	2
PrileiEVm000449t1	1	2	46	5	1662	20	25	1	9	1	0	24	16	75	45	1	28	4
PrileiEVm000450t1	1	1	3	4	15	7	13	0	2	2	1	747	12	78	0	0	2	1
PrileiEVm000451t1	2	0	20	15	75	18	66	5	5	3	0	43	36	165	21	2	11	3
PrileiEVm000452t1	1	1	19	0	8	4	11	0	0	0	0	13	11	21	1	16	2	29
PrileiEVm000453t1	10	10	25	35	117	41	119	6	14	8	1	83	116	292	34	9	21	15
PrileiEVm000454t1	1	1	1	1	9	0	6	0	7	0	6	98	8	38	3	2	1	2
PrileiEVm000455t1	2	2	1	2	22	8	25	0	2	0	1	11	7	39	12	2	1	1
PrileiEVm000456t1	11	32	74	72	524	112	435	5	31	32	5	207	154	1561	71	10	63	22
PrileiEVm000457t1	0	0	8	6	52	18	27	2	9	1	1	21	17	99	12	4	6	3
PrileiEVm000458t1	1	2	3	6	21	8	172	2	1	3	0	10	14	34	144	4	7	5
PrileiEVm000459t1	2	7	20	27	267	21	87	4	10	1	5	55	64	178	57	1	7	27
PrileiEVm000460t1	1	0	4	4	16	3	11	2	1	1	0	9	141	30	44	6	5	13
PrileiEVm000461t1	3	0	28	0	17	3	119	0	0	0	0	8	2	12	1	0	1	0
PrileiEVm000462t1	2	2	8	16	22	22	9	1	3	0	2	57	82	57	8	5	10	5
PrileiEVm000463t1	3	0	4	7	14	7	332	0	5	0	0	8	9	68	77	6	5	0
PrileiEVm000464t1	1	2	2	2	67	6	40	0	1	18	1	2	3	27	6	1	3	1
PrileiEVm000465t1	2	0	40	8	13	21	20	12	135	0	1	414	11	30	5	0	2	0
PrileiEVm000466t1	0	0	1	3	12	7	6	0	0	1	0	4	26	21	15	0	2	2
PrileiEVm000467t1	4	4	14	9	61	12	62	2	9	5	3	30	17	456	6	10	20	5
PrileiEVm000468t1	4	3	4	2	20	12	353	0	2	0	0	13	8	33	222	2	6	1
PrileiEVm000469t1	2	1	0	9	41	8	28	0	2	1	2	23	11	99	17	3	0	3
PrileiEVm000470t1	4	2	8	19	102	24	65	1	6	6	1	42	38	117	25	2	6	10
PrileiEVm000471t1	4	8	34	76	364	102	301	4	26	6	3	107	167	302	140	7	17	23
PrileiEVm000472t1	2	3	14	14	76	26	85	1	6	18	1	25	21	635	10	0	12	12
PrileiEVm000473t1	0	1	1	1	296	4	11	0	1	1	0	8	5	22	7	0	6	2
PrileiEVm000474t1	4	3	7	5	75	11	29	2	3	3	1	42	34	51	16	2	8	4
PrileiEVm000475t1	4	1	5	141	43	238	34	4	1	0	7	37	14	134	6	2	3	8
PrileiEVm000476t1	3	3	28	128	224	30	195	4	2	3	1	13	24	217	12	1	11	16
PrileiEVm000477t1	6	5	66	11	438	21	243	2	7	8	0	31	24	161	64	6	12	11
PrileiEVm000478t1	5	11	38	37	161	35	130	1	15	11	1	109	76	397	54	3	16	14
PrileiEVm000479t1	0	0	2	9	32	7	19	0	1	1	0	7	4	222	6	1	5	2
PrileiEVm000480t1	5	7	19	27	119	50	115	1	12	4	5	58	59	99	22	1	4	10
PrileiEVm000481t1	0	1	5	3	28	1	21	0	0	2	0	10	2	25	6	0	2	8
PrileiEVm000482t1	11	0	2	2	16	6	541	1	6	2	0	15	9	35	160	0	2	1
PrileiEVm000483t1	0	1	4	23	22	4	51	0	2	0	1	14	10	38	1	0	3	3
PrileiEVm000484t1	0	0	0	0	6	5	3	0	9	1	0	18	6	17	0	0	3	1
PrileiEVm000485t1	0	0	404	4	27	8	24	0	5	3	0	20	17	75	7	3	4	6
PrileiEVm000486t1	3	0	13	8	36	10	34	2	5	4	1	19	16	47	10	3	5	2
PrileiEVm000487t1	1	0	12	15	95	15	73	2	12	3	1	36	47	367	18	2	14	6
PrileiEVm000488t1	1	1	2	0	11	3	113	2	1	2	0	4	6	15	14	0	0	2
PrileiEVm000489t1	1	1	0	4	11	23	13	1	10	0	7	128	12	62	3	0	1	2
PrileiEVm000490t1	0	2	3	1	11	1	7	0	3	0	0	8	8	5	65	1	3	0
PrileiEVm000491t1	0	1	2	2	11	11	32	0	0	0	0	16	17	21	8	2	2	3
PrileiEVm000492t1	3	0	1	38	12	19	11	3	3	0	20	27	7	49	6	0	2	0
PrileiEVm000493t1	0	5	12	19	87	21	50	0	5	2	2	48	54	95	16	5	4	6
PrileiEVm000494t1	3	10	28	27	166	51	97	2	15	1	2	132	114	144	24	12	9	9
PrileiEVm000495t1	5	0	2	5	19	7	298	0	1	4	0	8	6	26	164	0	5	2
PrileiEVm000496t1	6	0	2	2	20	3	218	0	4	2	0	11	9	47	87	1	5	2
PrileiEVm000497t1	3	0	12	7	46	8	39	3	3	1	0	56	25	41	21	0	5	8
PrileiEVm000498t1	5	4	14	26	77	45	91	1	3	6	4	34	44	90	24	4	4	13
PrileiEVm000499t1	5	1	10	14	68	15	68	1	4	4	1	47	33	159	16	4	6	9
PrileiEVm000500t1	0	0	4	4	10	27	18	0	2	2	0	11	3	11	1	0	1	2
PrileiEVm000501t1	0	0	1	0	112	3	5	1	1	1	0	1	25	13	3	0	1	1
PrileiEVm000502t1	2	1	11	18	46	12	47	0	3	3	1	32	30	121	18	2	3	4
PrileiEVm000503t1	4	0	4	8	53	7	20	0	0	0	1	7	21	161	8	0	7	1
PrileiEVm000504t1	0	2	7	4	276	2	6	0	3	1	0	14	6	22	4	1	3	2
PrileiEVm000505t1	14	27	320	247	4416	112	1180	32	33	22	17	460	106	630	160	15	70	24
PrileiEVm000506t1	1	4	9	8	41	6	31	0	3	3	0	25	18	76	8	2	2	5
PrileiEVm000507t1	1	4	4	1	636	10	4	0	6	0	0	11	1	9	7	0	2	0
PrileiEVm000508t1	4	2	16	17	78	27	64	1	13	3	0	62	38	249	22	4	7	5
PrileiEVm000509t1	1	3	13	8	60	12	43	0	3	2	2	26	26	184	14	1	8	7
PrileiEVm000510t1	0	1	8	4	20	8	19	1	3	1	0	19	21	44	9	1	1	0
PrileiEVm000511t1	0	1	1	1	7	2	35	0	0	0	0	5	3	11	17	0	0	2
PrileiEVm000512t1	4	0	13	5	39	13	59	0	1	1	0	27	34	94	10	1	7	4
PrileiEVm000513t1	3	2	10	19	97	23	63	0	10	4	1	35	33	161	28	0	7	4
PrileiEVm000514t1	0	0	5	14	126	41	15	2	1	1	3	69	6	108	8	1	3	3
PrileiEVm000515t1	6	9	40	31	452	69	167	4	26	17	5	119	55	406	36	19	18	14
PrileiEVm000516t1	0	2	5	16	58	15	68	4	8	0	0	27	25	96	21	2	3	14
PrileiEVm000517t1	4	3	13	17	48	19	67	1	6	1	2	30	46	82	24	1	7	10
PrileiEVm000518t1	1	1	10	9	70	26	35	1	2	0	3	45	14	155	7	0	4	0
PrileiEVm000519t1	0	0	2	2	135	3	4	0	2	0	0	3	4	6	3	0	4	0
PrileiEVm000520t1	0	5	8	15	88	11	46	1	1	2	3	44	23	95	17	35	6	4
PrileiEVm000521t1	0	0	1	1	3	3	5	0	132	0	0	2	1	5	1	0	0	0
PrileiEVm000522t1	1	0	0	0	11	2	100	1	2	0	0	1	5	23	35	0	0	2
PrileiEVm000523t1	0	1	8	4	50	22	56	1	6	3	0	14	12	73	5	2	1	10
PrileiEVm000524t1	3	2	6	2	40	11	45	0	16	2	2	19	14	185	9	2	5	4
PrileiEVm000525t1	0	0	1	17	5	0	4	1	0	0	0	3	2	4	1	0	0	1
PrileiEVm000526t1	0	0	2	8	32	9	28	1	7	0	1	14	22	101	11	0	4	6
PrileiEVm000527t1	9	5	73	85	662	110	389	12	78	11	7	227	205	893	164	11	39	26
PrileiEVm000528t1	2	3	19	8	68	25	77	2	9	3	1	95	23	138	28	0	2	10
PrileiEVm000529t1	0	0	5	3	21	17	16	2	9	1	1	691	18	31	8	2	3	0
PrileiEVm000530t1	1	7	16	15	73	37	5853	0	7	14	2	47	32	89	27	9	20	18
PrileiEVm000531t1	2	2	19	54	131	20	119	4	10	3	1	33	11	68	10	2	5	2
PrileiEVm000532t1	0	2	7	4	10	28	18	0	1	2	6	30	81	114	3	3	2	17
PrileiEVm000533t1	0	0	16	2	60	6	62	0	0	2	0	5	5	64	6	3	4	11
PrileiEVm000534t1	30	18	152	153	574	212	1149	7	24	27	8	173	240	756	150	45	46	67
PrileiEVm000535t1	1	6	13	20	103	39	91	0	10	4	1	58	36	218	18	2	1	17
PrileiEVm000536t1	3	3	24	43	205	41	141	3	13	8	9	102	74	305	41	3	16	10
PrileiEVm000537t1	19	15	128	92	668	121	670	18	72	48	7	279	237	2975	135	8	111	31
PrileiEVm000538t1	6	1	28	31	358	41	157	3	30	10	4	58	134	2434	63	6	58	18
PrileiEVm000539t1	9	10	50	90	283	67	214	7	23	6	8	213	153	526	51	9	26	11
PrileiEVm000540t1	0	3	9	4	21	12	10	0	2	2	0	46	35	79	18	2	3	2
PrileiEVm000541t1	3	1	16	22	96	35	76	11	8	9	3	110	49	101	12	1	9	15
PrileiEVm000542t1	0	2	0	2	6	1	6	0	0	0	0	3	2	5	25	0	0	3
PrileiEVm000543t1	0	0	155	1	6	3	7	0	1	5	1	12	2	12	3	0	0	0
PrileiEVm000544t1	0	0	52	4	6	5	5	0	1	1	1	6	101	23	5	2	6	0
PrileiEVm000545t1	2	3	21	33	59	23	141	1	10	3	2	114	172	62	51	7	11	1
PrileiEVm000546t1	3	6	9	7	67	12	43	0	10	2	1	33	29	221	11	2	5	6
PrileiEVm000547t1	0	0	6	23	66	33	130	1	3	7	0	20	9	85	17	8	4	4
PrileiEVm000548t1	0	0	4	0	206	0	2	0	0	1	0	2	1	5	3	0	1	0
PrileiEVm000549t1	0	1	0	1	68	2	13	0	4	0	0	12	4	295	28	1	3	1
PrileiEVm000550t1	6	3	6	30	156	91	126	2	9	8	8	104	46	181	23	5	8	5
PrileiEVm000551t1	0	0	1	8	20	8	17	30	0	3	0	4	0	29	1	0	0	1
PrileiEVm000552t1	5	0	9	6	38	10	35	2	2	1	0	19	24	52	9	0	3	3
PrileiEVm000553t1	4	1	2	5	17	2	115	1	1	0	0	10	16	20	26	0	0	2
PrileiEVm000554t1	3	1	33	3	471	20	15	0	5	0	3	12	15	361	15	0	13	0
PrileiEVm000555t1	0	2	7	11	38	11	49	0	8	3	1	14	12	80	9	1	2	3
PrileiEVm000556t1	1	1	0	1	9	1	9	1	1	1	0	124	3	17	5	0	1	2
PrileiEVm000557t1	1	1	2	2	101	0	2	0	1	0	0	0	2	4	4	0	2	2
PrileiEVm000558t1	8	1	15	22	104	46	77	9	13	9	1	111	1867	77	59	8	38	12
PrileiEVm000559t1	3	5	18	15	105	40	114	2	17	4	1	33	63	141	33	7	11	6
PrileiEVm000560t1	1	1	4	3	425	5	12	0	3	0	1	7	9	21	10	1	8	1
PrileiEVm000561t1	0	0	1	3	1	1	54	1	2	1	0	3	3	5	4	0	0	0
PrileiEVm000562t1	0	0	3	5	8	5	295	0	2	3	0	7	3	11	3	1	0	100
PrileiEVm000563t1	2	0	8	12	50	7	39	1	4	1	0	16	14	50	4	2	5	3
PrileiEVm000564t1	0	0	0	2	6	2	64	1	0	1	1	1	1	5	110	0	1	1
PrileiEVm000565t1	0	0	5	2	17	4	10	11	0	2	0	15	18	26	4	0	4	0
PrileiEVm000566t1	2	1	9	7	117	10	15	2	17	0	1	10	14	781	12	0	26	3
PrileiEVm000567t1	11	11	85	105	448	93	320	10	47	13	4	266	196	689	97	6	41	39
