logFC	AveExpr	t	P.Value	adj.P.Val	B	rank	DGE.pval	DGE.padj
PrileiEVm019845t1	-0.855696473293419	4.18211474928415	-1.01812783088078	0.313139945840234	0.535845585529459	-5.69821699049599	-0.43149481102035	no-sig	no-sig
PrileiEVm002871t1	0.636399140356928	5.43740309964053	1.13769961758833	0.260249736497601	0.485091056743857	-5.69900025445877	0.372045111504122	no-sig	no-sig
PrileiEVm007997t1	-1.22487574043432	5.69510442114757	-1.1286249639734	0.264026378195484	0.489198437669509	-5.69934710672254	-0.708410169253161	no-sig	no-sig
PrileiEVm031895t1	-0.992212132059604	5.09827632845579	-1.09247870316954	0.279454385921785	0.503839535580242	-5.699371552617	-0.54937701256452	no-sig	no-sig
PrileiEVm012463t1	1.02133846789388	5.05378461515075	1.13229551140371	0.262494135343408	0.48718262097533	-5.70000708453036	0.593275492840512	no-sig	no-sig
PrileiEVm006670t1	0.847385160147769	4.46860165293724	1.11920668064494	0.267986941823122	0.494211212729998	-5.70034030637663	0.484608020928858	no-sig	no-sig
PrileiEVm025130t1	-1.12827048257235	5.56959793877631	-1.11772151718055	0.268615291380806	0.494888839525383	-5.700650941726	-0.644094944507878	no-sig	no-sig
PrileiEVm010734t1	0.735150653596515	6.39058084610011	1.14893939545156	0.255625506005696	0.481236697794649	-5.70067341407389	0.435500170563248	no-sig	no-sig
PrileiEVm020179t1	-0.782168719756874	4.56207920322225	-1.07986787511544	0.284982408609234	0.509451531305273	-5.70071882277137	-0.426424265745431	no-sig	no-sig
PrileiEVm025986t1	-0.641269954657021	4.97486092537454	-1.11200512196335	0.271043510753647	0.496746042178159	-5.70080140703267	-0.363575045793123	no-sig	no-sig
PrileiEVm012669t1	-0.957720266157176	4.28196663752778	-0.9622235545076	0.340210156359385	0.562354069197631	-5.70080217539348	-0.448455124849697	no-sig	no-sig
PrileiEVm004947t1	-1.01627546557488	5.34339001975258	-1.11968729085525	0.267783825619662	0.49394505002336	-5.70099525221257	-0.581528734551468	no-sig	no-sig
PrileiEVm024623t1	-0.536662716214907	5.79820017471928	-1.13643419376911	0.260774056461779	0.485814550419483	-5.7010359811497	-0.313269141929297	no-sig	no-sig
PrileiEVm000042t1	-1.23150076129312	7.07012131729746	-1.14758758169844	0.25617853959741	0.481416258040135	-5.70129578700505	-0.728380059151561	no-sig	no-sig
PrileiEVm007060t1	-0.784715458334452	4.48953931547161	-1.0585935431178	0.294479479408688	0.519575091556446	-5.70141136365972	-0.416640720243564	no-sig	no-sig
PrileiEVm026753t1	-1.04123556639446	6.22287352943143	-1.13924516744385	0.25961036597567	0.484183417298019	-5.70147245136538	-0.60982873343431	no-sig	no-sig
PrileiEVm000126t1	0.565493745178035	6.22096572558088	1.14525404381035	0.257135210301559	0.482079768308686	-5.7014851075247	0.333549954156916	no-sig	no-sig
PrileiEVm011730t1	-0.755126824391536	4.44564999124138	-1.07352131612775	0.28779302900263	0.512949248106166	-5.70207539848315	-0.408462997864108	no-sig	no-sig
PrileiEVm008730t1	-0.689353859337384	5.77040914648072	-1.13353922793018	0.261976389567747	0.486651696915369	-5.70210263548776	-0.401023230222332	no-sig	no-sig
PrileiEVm017957t1	-0.82389464188738	5.0616927366887	-1.11354307630992	0.270388700930842	0.496147869122307	-5.70240894092143	-0.46798159904686	no-sig	no-sig
PrileiEVm001483t1	-0.843794523381259	4.65858221425819	-1.08603564472362	0.282269304576771	0.50691002685035	-5.70277668206858	-0.463527000850038	no-sig	no-sig
PrileiEVm010134t1	-0.798562198598669	4.73220423816333	-1.05694105698084	0.295226189769776	0.520237090278032	-5.7030116198945	-0.423114282747876	no-sig	no-sig
PrileiEVm002539t1	0.712662012800894	6.01597466677617	1.14173409760052	0.258583084590263	0.483340395267495	-5.70315218167345	0.418617586665922	no-sig	no-sig
PrileiEVm013068t1	-0.853692398415279	4.44154301810498	-1.04625387845236	0.30008688075945	0.524511151997609	-5.70349668407049	-0.446270254415849	no-sig	no-sig
PrileiEVm004463t1	-0.886061271278737	4.49660916027391	-1.05435900982354	0.296395549534028	0.521188787537689	-5.70406346996913	-0.467954052126089	no-sig	no-sig
PrileiEVm005213t1	0.595716266728986	6.04793948598518	1.14091277001474	0.258921758850034	0.483543146889973	-5.70446488394103	0.349585041481283	no-sig	no-sig
PrileiEVm024777t1	0.567523223465962	6.33723500414565	1.14369243825012	0.257776836874179	0.482579484288867	-5.70511371434181	0.334132765241144	no-sig	no-sig
PrileiEVm018502t1	0.773808110300166	8.92182182916318	1.16627206911061	0.248610109796789	0.474287145815678	-5.70519338141328	0.467752466407649	no-sig	no-sig
PrileiEVm019069t1	-0.699808629375199	4.56146167391536	-1.06180829945395	0.293030555282646	0.518324784312588	-5.70527864432684	-0.37305894714589	no-sig	no-sig
PrileiEVm006738t1	0.624179213785984	6.0279906582175	1.13968535565532	0.259428471506189	0.484059075637353	-5.70535029873494	0.365758010694426	no-sig	no-sig
PrileiEVm012825t1	-0.621321326333766	5.79572873713087	-1.13080616818886	0.263115088006032	0.488011693030173	-5.70637698430991	-0.3602758099044	no-sig	no-sig
PrileiEVm006854t1	-0.749513482448917	4.60159747192706	-1.0702436411767	0.289252073466464	0.513478960757497	-5.70649699368809	-0.403780540938225	no-sig	no-sig
PrileiEVm012959t1	-0.561129298028065	5.23872503879694	-1.12014681782482	0.267589721368582	0.493695397219769	-5.70665183618094	-0.321263678337972	no-sig	no-sig
PrileiEVm005062t1	0.482893799827713	6.28498588321938	1.14116253245251	0.258818735951063	0.483543146889973	-5.70691670780303	0.283460731235603	no-sig	no-sig
PrileiEVm026829t1	0.574961478161191	4.34029918793893	1.1084153525284	0.272576258576213	0.49729772293946	-5.70745845544855	0.324572638984222	no-sig	no-sig
PrileiEVm003706t1	0.876849465187693	4.6202118880101	1.11747929988944	0.268717868303781	0.494907393574829	-5.70776331538942	0.500421018720511	no-sig	no-sig
PrileiEVm026556t1	0.514462957754951	4.93373141121662	1.12110448602577	0.267185521707107	0.493166246349542	-5.70788278792114	0.294883520101628	no-sig	no-sig
PrileiEVm017615t1	-1.12688387046529	7.36827210568033	-1.14355980327123	0.257831385976282	0.482579484288867	-5.70838913107291	-0.663356211060171	no-sig	no-sig
PrileiEVm009225t1	-0.57867326676046	4.59169492973493	-1.08437534656198	0.282997866607739	0.507392691825397	-5.7086102101946	-0.317238428776981	no-sig	no-sig
PrileiEVm023499t1	0.59186045995043	5.35039247939127	1.12741890785731	0.26453121856837	0.489881264803051	-5.7088140325156	0.341813068349435	no-sig	no-sig
PrileiEVm033339t1	0.984094550939635	6.93137358503658	1.14788053663518	0.256058617861415	0.481298547488056	-5.70882730492723	0.582249975466152	no-sig	no-sig
PrileiEVm003403t1	-0.797862829376645	4.17543746176954	-0.99766836433887	0.322873037178384	0.54489474094787	-5.71005482706691	-0.391725293932742	no-sig	no-sig
PrileiEVm012604t1	-1.18327225657465	5.39234565854644	-1.10986666043778	0.271955851416534	0.497226684732147	-5.7100824512648	-0.669142345389142	no-sig	no-sig
PrileiEVm027362t1	-0.910490380167772	3.80471918494638	-0.905542644244916	0.369185442468553	0.587146713537911	-5.71110523295522	-0.394019657970952	no-sig	no-sig
PrileiEVm022164t1	-0.936869479143323	5.53499061845685	-1.11594519572535	0.269368190191129	0.495561973721451	-5.71154649328181	-0.533691157353331	no-sig	no-sig
PrileiEVm000800t1	-0.952700085679281	5.06200408483038	-1.09886532199729	0.276683543146271	0.50123593062205	-5.71285426611425	-0.531622530731165	no-sig	no-sig
PrileiEVm015861t1	0.610366552743268	6.63438605902223	1.14040254431015	0.259132309326061	0.483721320363822	-5.71292489983112	0.357966820392812	no-sig	no-sig
PrileiEVm001510t1	-0.539447887590078	5.37291729243352	-1.11629343892953	0.269220469147338	0.49554090017269	-5.71306777585204	-0.307426994165352	no-sig	no-sig
PrileiEVm008742t1	-1.24374619488109	5.26487100397779	-1.10080169673219	0.275847259716245	0.500561963730811	-5.71309391595256	-0.69566620838169	no-sig	no-sig
PrileiEVm009435t1	0.513156645650573	6.70632777556981	1.13992316974298	0.259330239778443	0.483983268462568	-5.71336212451485	0.300785145454812	no-sig	no-sig
PrileiEVm009855t1	-0.947246500085362	4.33418334680651	-1.01583942675565	0.314218633604836	0.536534922387683	-5.71382671990352	-0.476245289226544	no-sig	no-sig
PrileiEVm004586t1	-0.463179343091286	5.9370849808181	-1.12694768576145	0.264728652086596	0.490138857389065	-5.71401930964324	-0.267346677569314	no-sig	no-sig
PrileiEVm004698t1	-0.684656032767633	5.25755671014968	-1.11308588198184	0.270583242527779	0.496384367624105	-5.71489087722552	-0.388678615780284	no-sig	no-sig
PrileiEVm002148t1	0.765982390435168	4.98201699763564	1.11620532360991	0.269257841321887	0.49554090017269	-5.7149035515549	0.436481002005511	no-sig	no-sig
PrileiEVm017019t1	0.706199700075158	5.46988752829367	1.1231612237579	0.266318900727722	0.491890834010622	-5.71561610537059	0.405780942654199	no-sig	no-sig
PrileiEVm017476t1	-1.0315737259428	5.37982996841487	-1.09937674427703	0.276462497158923	0.501151650729077	-5.71667827369138	-0.575993398276482	no-sig	no-sig
PrileiEVm018125t1	-1.00054445506866	4.58256289245949	-1.03491165327446	0.305305177387446	0.528901876373056	-5.71676190211307	-0.515546369934729	no-sig	no-sig
PrileiEVm015007t1	0.44135887096123	5.71281491882617	1.12319771840846	0.266303541422418	0.491890834010622	-5.71826040378812	0.253614984143503	no-sig	no-sig
PrileiEVm010746t1	-0.975950426295014	5.43631999549187	-1.09803887700656	0.277041009330119	0.501335033467944	-5.71848005435693	-0.544049361514266	no-sig	no-sig
PrileiEVm004373t1	-1.03218908637425	5.7963966968033	-1.11542775362477	0.269587789172178	0.495638881558991	-5.71877883913281	-0.587625022698316	no-sig	no-sig
PrileiEVm003450t1	-0.832713412085225	3.75537400566717	-0.869131099892967	0.388607528143236	0.602760051029325	-5.71897485357097	-0.341819521326141	no-sig	no-sig
PrileiEVm007518t1	-0.661732718738316	7.268648964847	-1.13493217375777	0.261397382721471	0.486544264427514	-5.71916724038102	-0.385590838080787	no-sig	no-sig
PrileiEVm002093t1	-0.974022239644973	4.38241913996701	-1.00520944277742	0.319262204157746	0.541544995933258	-5.71958550118015	-0.482971355133228	no-sig	no-sig
PrileiEVm020674t1	-0.834985186684165	4.39485762252017	-1.0168522352708	0.313740915384252	0.536369822749479	-5.72036488696329	-0.420355624507553	no-sig	no-sig
PrileiEVm005065t1	-0.853588257937666	3.79822445685939	-0.926174741836994	0.358460435039096	0.57807765358896	-5.72080290557045	-0.380323736402879	no-sig	no-sig
PrileiEVm000592t1	1.07687152229281	5.43109187537971	1.11876440247044	0.268173954203331	0.494447567087203	-5.72095300809476	0.615521890725598	no-sig	no-sig
PrileiEVm014327t1	-1.01027980111894	5.00572053008157	-1.07049923531212	0.289138112916736	0.513478960757497	-5.72095965155545	-0.544434387669808	no-sig	no-sig
PrileiEVm020571t1	-0.75801225801316	3.62018673862251	-0.892248065753228	0.376203799274672	0.592810262848049	-5.72238331667263	-0.32183443617507	no-sig	no-sig
PrileiEVm012112t1	-0.598466077398209	5.09598377186826	-1.09833645328797	0.276912259997596	0.501317993643568	-5.7230891204727	-0.333739285611921	no-sig	no-sig
PrileiEVm004026t1	-0.514841886461495	5.42951506429902	-1.11007572127063	0.271866563738616	0.497226684732147	-5.72336071361954	-0.291217328042434	no-sig	no-sig
PrileiEVm011718t1	0.977088694060564	6.69090893779055	1.13250086332324	0.262408599527137	0.48718262097533	-5.72392332895356	0.567709965228993	no-sig	no-sig
PrileiEVm015828t1	-0.894453852315882	4.05971237129749	-0.958857755674725	0.341887793548653	0.563786351091952	-5.72468878950552	-0.416919613706406	no-sig	no-sig
PrileiEVm024432t1	-0.815716599442039	6.03938900181236	-1.11628325087235	0.269224790000582	0.49554090017269	-5.725110996982	-0.464864616034474	no-sig	no-sig
PrileiEVm005217t1	-0.559674547541213	5.27951690432705	-1.1025073915842	0.275112072065057	0.499699632702141	-5.72537385724412	-0.31369218422271	no-sig	no-sig
PrileiEVm000395t1	0.707307310565014	4.84478305055472	1.10313840038942	0.274840443676954	0.499504522555433	-5.72568681967334	0.396742363290522	no-sig	no-sig
PrileiEVm012667t1	0.5639085520189	6.40834643524591	1.12531522787168	0.265413429467155	0.490757842073731	-5.72588877913116	0.324854806895922	no-sig	no-sig
PrileiEVm023321t1	0.557776824631178	5.25571957902722	1.10974990477717	0.272005725507621	0.497226684732147	-5.72608905088442	0.31537926225216	no-sig	no-sig
PrileiEVm011025t1	-0.636301986704118	4.22584797179473	-0.995123586335511	0.324097686208734	0.54610168097987	-5.72616744825488	-0.311357877541192	no-sig	no-sig
PrileiEVm003913t1	-0.91009068151738	4.98112154161767	-1.08441931570711	0.282978555464372	0.507392691825397	-5.72632599867129	-0.498954007808527	no-sig	no-sig
PrileiEVm024302t1	1.14281088777138	4.51420561606877	1.09775094053799	0.27716562780649	0.501452541953085	-5.72655264601969	0.636843514107302	no-sig	no-sig
PrileiEVm010589t1	0.555375536997238	4.6220425408261	1.09813712640456	0.276998496117396	0.501335033467944	-5.72669198450129	0.309634407145371	no-sig	no-sig
PrileiEVm001051t1	0.580830022851319	5.49444558298157	1.11263324682364	0.270775941273824	0.496412711887992	-5.72685187479198	0.329557103563732	no-sig	no-sig
PrileiEVm000744t1	0.538446299991976	6.53605458452059	1.12576578722099	0.265224305330094	0.490732132434144	-5.72692084715539	0.310353274893554	no-sig	no-sig
PrileiEVm001000t1	-0.815056536118449	4.25111179158875	-1.0250917601007	0.309872781354887	0.53319415872078	-5.72774642841118	-0.4147142708192	no-sig	no-sig
PrileiEVm015992t1	-1.06981984831002	4.83803057457984	-1.05908092570604	0.29425949410696	0.519405098631655	-5.72790027602391	-0.568362673025496	no-sig	no-sig
PrileiEVm016991t1	-0.843649536588981	3.84484533325838	-0.936746289309848	0.353043939764219	0.572795752634983	-5.72803724979239	-0.381474056292674	no-sig	no-sig
PrileiEVm004907t1	-0.769536336072184	6.8270662638294	-1.12221311474209	0.2667181458352	0.4925199695181	-5.72824614976749	-0.441673407477288	no-sig	no-sig
PrileiEVm015621t1	-0.744976812827507	3.64115985133891	-0.91286507353407	0.365355822899872	0.584263346784302	-5.72827620958075	-0.325766415772534	no-sig	no-sig
PrileiEVm001451t1	0.80885540575455	4.79767871834479	1.10080771055868	0.275844665222497	0.500561963730811	-5.72837718677612	0.452421470646204	no-sig	no-sig
PrileiEVm019961t1	0.55326215062692	7.0371130332729	1.12996209759321	0.263467469130852	0.488557421239774	-5.72839499375975	0.320489825986053	no-sig	no-sig
PrileiEVm010152t1	-0.850812860304159	5.00889624400567	-1.07821162497361	0.28571404463253	0.510433638741764	-5.72951184028252	-0.462900400795671	no-sig	no-sig
PrileiEVm003724t1	-1.06770553137412	4.48283837071309	-0.967444085768972	0.337618799230281	0.559275459990264	-5.73010455287538	-0.503501505276006	no-sig	no-sig
PrileiEVm020211t1	-1.14091953442404	7.38229063166761	-1.12361020343118	0.26612998465589	0.491758111079566	-5.7301903367121	-0.655921703858142	no-sig	no-sig
PrileiEVm014700t1	0.753618897612179	5.05886872942388	1.10331982840351	0.274762379776192	0.499470686906006	-5.73040027430182	0.422812404269583	no-sig	no-sig
PrileiEVm013534t1	-0.731707911476735	5.52465901916833	-1.10109046210766	0.275722699452541	0.500561963730811	-5.73142977791732	-0.409410682497464	no-sig	no-sig
PrileiEVm000161t1	-0.893200461434776	5.89476947021123	-1.10844015420938	0.27256564796544	0.49729772293946	-5.73155685928268	-0.504237456216105	no-sig	no-sig
PrileiEVm003934t1	-0.49764061525542	6.26652314737182	-1.11445383432055	0.270001456419972	0.495858412424176	-5.7317280357391	-0.282975320466436	no-sig	no-sig
PrileiEVm015601t1	-1.03510173097663	5.78580298547865	-1.09996559094582	0.27620814025173	0.500798617694224	-5.73177770208609	-0.578377093264065	no-sig	no-sig
PrileiEVm018586t1	0.524064025623389	5.36095414800118	1.10577248567617	0.273708590247723	0.498742046250568	-5.73219345241166	0.294896891790215	no-sig	no-sig
PrileiEVm022909t1	-1.11780274082665	5.28764652467569	-1.08426655979815	0.2830456494389	0.507392691825397	-5.7323146857676	-0.612716324622261	no-sig	no-sig
PrileiEVm000078t1	0.534786348651296	6.85804333074211	1.12417985675851	0.265890429511937	0.491531658692915	-5.73232368946246	0.307661139476297	no-sig	no-sig
PrileiEVm024573t1	0.449524276650778	6.12491660574998	1.11568115723126	0.269480230599089	0.495638881558991	-5.73260414319055	0.255991978712997	no-sig	no-sig
PrileiEVm010322t1	0.695304819911114	6.22267705378827	1.11764216623776	0.268648892772587	0.494888839525383	-5.73290986085417	0.396890382550927	no-sig	no-sig
PrileiEVm005752t1	-0.75593167299567	3.58739943812738	-0.799167969268452	0.427680968117993	0.639398414541053	-5.73350507066477	-0.278848132605809	no-sig	no-sig
PrileiEVm009047t1	-0.775720313447709	3.99523945400599	-0.892608886077361	0.376012207476586	0.592619502385721	-5.73377507593666	-0.329524480528299	no-sig	no-sig
PrileiEVm015301t1	-0.790359233643394	3.84069812823002	-0.92556636021844	0.358773775323009	0.57809466991117	-5.73436616311947	-0.351851577774566	no-sig	no-sig
PrileiEVm012180t1	-1.13836561248252	5.49045698582004	-1.08487013441649	0.282780609912915	0.507392691825397	-5.73443841816346	-0.624450881510021	no-sig	no-sig
PrileiEVm007184t1	-0.947467428884553	4.5018684548356	-1.00373357982707	0.319966733595077	0.542117462324226	-5.73529801257377	-0.468897056373879	no-sig	no-sig
PrileiEVm021249t1	0.745945233282478	8.29011772143248	1.13374309232753	0.261891592247087	0.486651696915369	-5.73645540556338	0.434049451589361	no-sig	no-sig
PrileiEVm020520t1	-0.9819892548265	5.56853031224228	-1.09660747076918	0.277660907291184	0.502024304510551	-5.73681157068246	-0.546462547324702	no-sig	no-sig
PrileiEVm004534t1	-0.777845341650404	4.06853824727733	-0.958051800878453	0.342290316851328	0.563970868940091	-5.73691392431711	-0.362168980990155	no-sig	no-sig
PrileiEVm001519t1	-0.524545932177371	5.1902266100056	-1.08968268460487	0.280673525067761	0.504647754679934	-5.7374979269316	-0.289443685246853	no-sig	no-sig
PrileiEVm000169t1	-1.35789941593283	5.92051397691506	-1.0969339715803	0.277519424439995	0.501876496802591	-5.73775101671683	-0.755951585817172	no-sig	no-sig
PrileiEVm000240t1	-0.682225168139956	5.99924311481704	-1.10463232177183	0.274198110472174	0.49922448202241	-5.73830240974736	-0.383366569832738	no-sig	no-sig
PrileiEVm003024t1	-0.642407573242432	6.38820005881545	-1.10892621722729	0.272357759985444	0.49729772293946	-5.738478455293	-0.362870500076888	no-sig	no-sig
PrileiEVm000227t1	-0.6743249181903	7.13566211306063	-1.11547057825208	0.269569609894819	0.495638881558991	-5.73876536987951	-0.383912778448491	no-sig	no-sig
PrileiEVm018420t1	-0.970317351153181	4.11253682122791	-0.887243515943424	0.378867545997794	0.594999088125881	-5.73896442821364	-0.40900098469277	no-sig	no-sig
PrileiEVm015585t1	-0.87768525589378	4.10488331659899	-0.954020841751943	0.344308198384919	0.565228099104872	-5.73899602709046	-0.406414471414372	no-sig	no-sig
PrileiEVm013903t1	-0.747682532913128	5.25538993051089	-1.08684146430603	0.281916171282263	0.506448507828431	-5.73913752011976	-0.411135679724283	no-sig	no-sig
PrileiEVm016867t1	-0.602176727912846	4.64714709435629	-1.05538830889406	0.295929018413543	0.520707515496518	-5.73928602567475	-0.318438548653243	no-sig	no-sig
PrileiEVm001465t1	-0.562179595105584	5.15942710853553	-1.08452059370049	0.282934077903791	0.507392691825397	-5.73966618194888	-0.308251359048569	no-sig	no-sig
PrileiEVm003593t1	0.522917258958859	5.77197116794816	1.10341104943704	0.274723135544995	0.499470686906006	-5.74035232560176	0.293411365883838	no-sig	no-sig
PrileiEVm004750t1	0.557429765304418	6.59217993678444	1.11396090889651	0.270210994443091	0.496134784814433	-5.74051855045119	0.316785654538554	no-sig	no-sig
PrileiEVm007164t1	-1.01117074885268	5.13129938311676	-1.0731169387773	0.287972759602682	0.513050705297229	-5.74060383673326	-0.54668804143902	no-sig	no-sig
PrileiEVm008378t1	-0.692899106575216	4.38787620793748	-1.0327910775741	0.306287631009928	0.529839134392714	-5.74077498147689	-0.356060438895487	no-sig	no-sig
PrileiEVm014854t1	-0.754906208865411	4.58343423258184	-1.0502638332445	0.298256701268986	0.522684724325477	-5.74079338858017	-0.396635112492336	no-sig	no-sig
PrileiEVm012439t1	-0.744845876558778	3.64404316284896	-0.911840126548756	0.365890328985336	0.584672982908861	-5.74213940240031	-0.325236258844189	no-sig	no-sig
PrileiEVm006250t1	0.631604340790416	5.11250353482077	1.09299399566443	0.279230108988827	0.503561145250938	-5.74252866769577	0.349932650490788	no-sig	no-sig
PrileiEVm008731t1	-0.705402113610127	5.53959070007364	-1.09182734025759	0.279738066502798	0.503936371088445	-5.7429759868036	-0.390262612725059	no-sig	no-sig
PrileiEVm011653t1	0.536167853292625	4.76673695477677	1.08484654492475	0.282790965198591	0.507392691825397	-5.7430533138723	0.294106549126498	no-sig	no-sig
PrileiEVm005857t1	-0.804690643178892	4.51930826982602	-1.02431270269827	0.310237126576442	0.533394357150866	-5.74353724108123	-0.409029267707738	no-sig	no-sig
PrileiEVm020560t1	0.825985725752344	4.13140526142683	1.07127231702946	0.288793611877449	0.513254317566129	-5.74371472888754	0.445546957232736	no-sig	no-sig
PrileiEVm000956t1	0.576755165807747	5.42484734972551	1.09573884900704	0.278037553640539	0.50215720008058	-5.74384170614048	0.320616201882604	no-sig	no-sig
PrileiEVm005274t1	-0.952824441838687	6.89392862562881	-1.10766451095552	0.272897619798287	0.497525383035109	-5.74420318390912	-0.537393225510806	no-sig	no-sig
PrileiEVm020147t1	-1.18741174641957	7.28725527607048	-1.10912860090998	0.272271233868829	0.49729772293946	-5.74485953677505	-0.670885547506374	no-sig	no-sig
PrileiEVm001908t1	0.663342507485497	6.49479009314181	1.10815977179074	0.272685617591147	0.497309433253921	-5.7459661688926	0.374349229887709	no-sig	no-sig
PrileiEVm006380t1	-0.800630410889183	5.93228570962148	-1.09561103006645	0.27809300785229	0.50215720008058	-5.74629374052654	-0.444998333073297	no-sig	no-sig
PrileiEVm015933t1	-0.500994293555885	5.8809938625688	-1.09568989737672	0.27805879037743	0.50215720008058	-5.74641162580729	-0.278484376794981	no-sig	no-sig
PrileiEVm021621t1	-0.521724195265405	5.78856303433739	-1.09366189215092	0.278939599642427	0.5033613651623	-5.74652070827873	-0.2892907586538	no-sig	no-sig
PrileiEVm002086t1	-0.753082031657871	4.64485341642105	-1.03535468643831	0.30510019367422	0.528680439646961	-5.74678313177772	-0.388257102091974	no-sig	no-sig
PrileiEVm002200t1	-1.26524341242574	7.93531700612166	-1.11134875728593	0.271323308770661	0.497047430870021	-5.74684446108645	-0.716776708934877	no-sig	no-sig
PrileiEVm003952t1	0.473511979482518	5.72592277719114	1.09646242302244	0.277723777138627	0.502029943097836	-5.74689870242359	0.263455879812518	no-sig	no-sig
PrileiEVm000722t1	-0.425927463604479	6.26530638184984	-1.09878605170248	0.276717816286496	0.50123593062205	-5.74868273338833	-0.237651713500164	no-sig	no-sig
PrileiEVm009967t1	-0.613052214802248	8.36127950302376	-1.11501290860947	0.269763937796866	0.495638881558991	-5.7489286157595	-0.348836584978037	no-sig	no-sig
PrileiEVm000377t1	-0.758013433533062	4.26595290171103	-0.970035966779928	0.336337101545086	0.558037979301306	-5.74946990964615	-0.358711075939542	no-sig	no-sig
PrileiEVm007323t1	-0.52228193671703	4.87876406462283	-1.0640951350791	0.292002853264726	0.517160196696928	-5.75022522483503	-0.279218663356487	no-sig	no-sig
PrileiEVm022347t1	0.57733328230931	7.11568735336997	1.10997786861553	0.271908353007555	0.497226684732147	-5.75070676566017	0.326526686017566	no-sig	no-sig
PrileiEVm021608t1	-0.71429493291394	3.32081318842424	-0.890426602255589	0.377171922407983	0.593223229515513	-5.75076471740221	-0.302475792772822	no-sig	no-sig
PrileiEVm029546t1	-0.744379095702849	5.87692187245921	-1.09042547457511	0.280349287153206	0.504551095586097	-5.75087568715914	-0.41112097938635	no-sig	no-sig
PrileiEVm008819t1	-0.542363961640942	6.03444592730069	-1.09328899813464	0.279101768168157	0.503438322833426	-5.75109534478753	-0.300598398546634	no-sig	no-sig
PrileiEVm009911t1	-0.55559741456955	5.11749502601419	-1.07131541399516	0.288774415357679	0.513254317566129	-5.75138144790383	-0.299712184219125	no-sig	no-sig
PrileiEVm002598t1	-0.468467752019271	5.26365619220913	-1.07942916503845	0.285176078559114	0.509599938920125	-5.75156196244464	-0.255261944539714	no-sig	no-sig
PrileiEVm005743t1	0.548347785152347	6.71558579466762	1.1045797622167	0.274220691310038	0.49922448202241	-5.75158818723479	0.308116499094485	no-sig	no-sig
PrileiEVm000988t1	-0.769421463180086	4.24057631867561	-0.975424046932768	0.333682980615219	0.555059276010506	-5.75216754364188	-0.366757007941992	no-sig	no-sig
PrileiEVm017354t1	-0.784752246671441	4.70007112457742	-1.025231268474	0.309807567534477	0.53319415872078	-5.75220441908279	-0.399366679182731	no-sig	no-sig
PrileiEVm008129t1	-0.851615267369782	4.02257673629001	-0.951968881514411	0.345338392502904	0.565871202767377	-5.75256117050917	-0.393237724368183	no-sig	no-sig
PrileiEVm010600t1	-0.839745502760173	4.27910372506246	-0.969036602382267	0.336830910440413	0.55863665801823	-5.75265130956812	-0.396853698736131	no-sig	no-sig
PrileiEVm035037t1	-0.560018611508312	5.11190361324428	-1.07215888690231	0.288398888317649	0.513254317566129	-5.75304576157228	-0.3024136444201	no-sig	no-sig
PrileiEVm000264t1	-0.742784157386811	4.05563534947736	-0.936290604722182	0.35327631399125	0.572795752634983	-5.75371463037035	-0.335653375198601	no-sig	no-sig
PrileiEVm001180t1	-0.732078611713876	4.05393004766159	-0.97086547860311	0.335927584498713	0.557524938525283	-5.75406786936497	-0.346825414289669	no-sig	no-sig
PrileiEVm009149t1	0.521971462013916	5.64462383413875	1.0885942835964	0.281149099507781	0.50539467994531	-5.75439611073266	0.287639318009401	no-sig	no-sig
PrileiEVm008259t1	-0.883113250044102	5.93188228726764	-1.08690414771317	0.281888714529424	0.506448507828431	-5.75474756026448	-0.485643679203018	no-sig	no-sig
PrileiEVm014512t1	-0.812748337014563	5.45104501310161	-1.07508632091008	0.287098176001688	0.512361698123658	-5.75480885857557	-0.440484864018491	no-sig	no-sig
PrileiEVm004988t1	-1.27092816320683	6.74199116435034	-1.09442017975401	0.278610029848218	0.502982696773684	-5.75540580765256	-0.705369265169903	no-sig	no-sig
PrileiEVm002526t1	-0.6356789974743	4.56017694483341	-1.02718791084224	0.308893907974518	0.53226550754756	-5.75558327409992	-0.324317485233942	no-sig	no-sig
PrileiEVm020690t1	-0.65473483525733	5.03789990016363	-1.06316812121767	0.292419152147601	0.517748556865664	-5.75607750657956	-0.349624595683898	no-sig	no-sig
PrileiEVm005201t1	-0.824050855290797	4.16628240460642	-0.92799652880508	0.357523202043024	0.577379120331614	-5.75624152343904	-0.368100030259981	no-sig	no-sig
PrileiEVm000664t1	-0.954984780555871	4.35619181078512	-0.989105148408079	0.327006357981431	0.549281771243499	-5.75669663704481	-0.463591443942064	no-sig	no-sig
PrileiEVm009422t1	-0.907111327292371	4.73891116608914	-1.03336929010081	0.306019534310023	0.52981168911453	-5.75678444062724	-0.466482771176949	no-sig	no-sig
PrileiEVm016833t1	-0.813576565855511	5.37430057478473	-1.07207399433669	0.288436668464097	0.513254317566129	-5.75685392606758	-0.439290283801506	no-sig	no-sig
PrileiEVm010034t1	-0.528563873353425	5.82005363684904	-1.0840402881205	0.283145053620374	0.50746261529829	-5.75703421378069	-0.289648256539953	no-sig	no-sig
PrileiEVm022747t1	-0.86251290494152	6.49173873687997	-1.09163296966032	0.279822757449227	0.503980880619166	-5.75717641310008	-0.477070522901603	no-sig	no-sig
